sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS17592,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.948,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,het,plus
VBS17593,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.815,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,minus,plus
VBS17594,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.869,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS17595,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.493,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,het,plus,plus
VBS17596,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.715,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,het,plus
VBS17597,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.579,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,het,plus,minus
VBS17598,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.161,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17599,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.745,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,minus,minus,het,plus
VBS17600,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.743,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS17601,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.137,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,het,plus
VBS17602,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.413,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17603,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.227,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS17604,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.451,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,het,het
VBS17605,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.21,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS17606,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.395,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS17607,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.451,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,het,plus
VBS17608,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.28,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,minus,het,plus
VBS17609,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.395,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,het,plus
VBS17610,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.533,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS17612,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.514,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,plus,plus,plus
VBS17613,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.192,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17614,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.909,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,minus,plus
VBS17615,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.561,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,minus,plus
VBS17616,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.392,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS17617,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.262,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS17618,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.556,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,minus,plus,plus
VBS17619,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.705,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageII,minus,het,het,plus,plus
VBS17620,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.171,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS17623,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.806,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS17624,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.033,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17625,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.121,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS17626,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.064,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17627,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.513,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,plus,plus,plus
VBS17628,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.305,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,plus,het,plus
VBS17629,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.239,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,plus,plus
VBS17630,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.613,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,plus,het,plus
VBS17631,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-04,PSC,Collins et al 1987,Anopheles funestus s.s,0.177,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,het
VBS17632,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.089,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17633,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-04,PSC,Collins et al 1987,Anopheles funestus s.s,0.111,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,minus,het,plus
VBS17634,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-04,PSC,Collins et al 1987,Anopheles funestus s.s,0.175,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,plus
VBS17635,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-05,PSC,Collins et al 1987,Anopheles funestus s.s,0.248,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,plus,het,plus
VBS17636,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-05,PSC,Collins et al 1987,Anopheles funestus s.s,0.133,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17637,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-05,PSC,Collins et al 1987,Anopheles funestus s.s,0.157,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17638,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-06,PSC,Collins et al 1987,Anopheles funestus s.s,0.117,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17641,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-06,PSC,Collins et al 1987,Anopheles funestus s.s,0.072,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,minus,het,plus
VBS17642,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-06,PSC,Collins et al 1987,Anopheles funestus s.s,0.409,M,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17643,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-06,PSC,Collins et al 1987,Anopheles funestus s.s,0.064,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS17645,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-06,PSC,Collins et al 1987,Anopheles funestus s.s,0.074,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,plus,plus
VBS17646,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.103,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17647,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.149,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,het,het,plus
VBS17648,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.153,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,minus,plus
VBS17649,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.107,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17650,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.189,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17651,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.07,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,het
VBS17652,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.236,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17653,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.215,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,plus
VBS17654,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-09,PSC,Collins et al 1987,Anopheles funestus s.s,0.143,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,plus
VBS17657,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.125,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,plus
VBS17658,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.072,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17659,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.171,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,plus,plus
VBS17660,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.143,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,plus,het,plus
VBS17661,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.113,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,het,plus,plus
VBS17663,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.211,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17664,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-10,PSC,Collins et al 1987,Anopheles funestus s.s,0.183,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17665,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.167,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,minus,plus,plus
VBS17666,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.24,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,het,plus
VBS17668,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.079,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,plus,het,plus,plus
VBS17669,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.173,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17672,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.198,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,het,het,plus
VBS17673,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.175,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,minus,plus,plus
VBS17674,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.12,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,het,het,plus,plus
VBS17676,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.438,M,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,plus,plus,het,plus
VBS17677,Ahero,"Kisumu County,",Kenya,KEN,34.92,-0.174,Indoor,2014-06-11,PSC,Collins et al 1987,Anopheles funestus s.s,0.075,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,het,minus,plus,plus
VBS17678,Uriri,"Migori County,",Kenya,KEN,34.513,-0.952,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.295,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,plus,het,minus,plus
VBS17679,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.095,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,minus,plus
VBS17680,Uriri,"Migori County,",Kenya,KEN,34.513,-0.952,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.833,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17681,Uriri,"Migori County,",Kenya,KEN,34.513,-0.952,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.872,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17683,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.412,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,minus,plus
VBS17684,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,2.932,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17685,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.07,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17686,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.22,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17687,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.277,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17689,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,2.337,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17690,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,4.212,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17691,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.63,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,het
VBS17692,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.231,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS17693,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,2.21,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,minus,plus
VBS17694,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.191,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,het,plus
VBS17695,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.887,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17696,Sumba,"Migori County,",Kenya,KEN,34.596,-0.686,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.459,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17697,Uriri,"Migori County,",Kenya,KEN,34.513,-0.952,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.368,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,het
VBS17698,Uriri,"Migori County,",Kenya,KEN,34.513,-0.952,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.386,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,het,plus
VBS17699,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.656,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,het,plus
VBS17700,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.702,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17701,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.865,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17702,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.486,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,minus,minus,het,plus
